nomem_encr,cf19l_m,cf19l390,cf19l391,cf19l392,cf19l393,cf19l394,cf19l395,cf19l396,cf19l397
53334,201909,1,4,4,02-09-2019,18:45:14,02-09-2019,18:49:29,255
53334,201909,3,4,1,02-09-2019,22:07:24,02-09-2019,22:17:23,599
53337,201909,3,3,3,16-09-2019,13:04:13,16-09-2019,13:06:53,160
53337,201909,4,3,3,17-09-2019,11:34:20,17-09-2019,11:45:07,647
53339,201909,1,3,2,21-09-2019,13:47:55,21-09-2019,13:51:55,240
53340,201909,NA,NA,NA,02-09-2019,12:25:47,,,NA
53341,201909,5,5,5,13-09-2019,09:25:33,13-09-2019,09:28:14,161
53342,201909,1,3,3,22-09-2019,17:08:29,22-09-2019,17:12:35,246
53344,201910,NA,NA,NA,28-10-2019,12:55:31,,,NA
53345,201909,4,5,5,08-09-2019,13:51:44,08-09-2019,13:58:12,388
53346,201909,4,4,4,11-09-2019,18:29:48,11-09-2019,18:33:47,239
53347,201909,2,2,2,02-09-2019,19:05:51,02-09-2019,19:14:48,537
53347,201909,1,3,4,20-09-2019,13:04:51,20-09-2019,13:11:31,400
53348,201909,2,4,4,13-09-2019,16:35:05,13-09-2019,16:40:14,309
53349,201909,2,2,2,23-09-2019,20:08:29,23-09-2019,20:12:21,232
53350,201909,3,4,3,02-09-2019,15:14:44,02-09-2019,15:16:55,131
53352,201910,3,3,3,07-10-2019,12:40:41,07-10-2019,12:46:57,376
53353,201909,5,5,5,03-09-2019,14:01:53,03-09-2019,14:06:31,278
53357,201909,3,4,4,04-09-2019,11:08:13,04-09-2019,11:12:59,286
53358,201909,3,3,3,06-09-2019,15:28:56,06-09-2019,15:33:15,259
53363,201909,2,4,4,02-09-2019,21:47:24,02-09-2019,21:56:30,546
53363,201909,1,5,4,02-09-2019,15:41:13,02-09-2019,15:55:24,851
53364,201909,5,5,5,24-09-2019,21:54:38,24-09-2019,21:55:06,28
53366,201909,3,3,3,18-09-2019,20:11:30,18-09-2019,20:23:16,706
53367,201909,1,5,5,05-09-2019,14:22:46,05-09-2019,14:27:04,258
53371,201909,4,4,4,15-09-2019,13:25:03,15-09-2019,13:36:26,683
53371,201909,4,4,5,03-09-2019,14:33:17,03-09-2019,14:50:09,1012
53372,201909,3,3,3,17-09-2019,20:49:39,17-09-2019,20:53:41,242
53377,201909,5,4,4,18-09-2019,20:38:14,18-09-2019,20:46:58,524
53378,201909,4,4,3,07-09-2019,11:49:03,07-09-2019,11:52:45,222
53378,201909,3,3,3,02-09-2019,19:51:39,06-09-2019,18:56:24,342285
53378,201909,5,5,5,06-09-2019,07:06:09,06-09-2019,07:07:59,110
53378,201909,4,5,5,02-09-2019,19:30:13,02-09-2019,19:36:15,362
53380,201909,5,5,5,18-09-2019,13:47:46,18-09-2019,13:51:14,208
53380,201909,4,4,4,23-09-2019,21:44:17,23-09-2019,21:47:36,199
53381,201910,1,2,3,21-10-2019,13:07:14,21-10-2019,13:17:35,621
53383,201909,1,3,3,16-09-2019,14:49:24,16-09-2019,14:52:17,173
53384,201909,3,3,3,23-09-2019,21:24:08,23-09-2019,21:43:33,1165
53385,201909,1,5,5,23-09-2019,19:29:34,23-09-2019,19:43:41,847
53385,201909,1,3,4,06-09-2019,21:14:31,06-09-2019,21:19:12,281
53390,201909,5,5,5,23-09-2019,21:37:30,23-09-2019,21:48:38,668
53391,201909,3,3,3,07-09-2019,11:19:59,07-09-2019,11:23:32,213
53392,201909,1,4,5,02-09-2019,15:03:23,02-09-2019,15:10:21,418
53393,201909,1,5,5,24-09-2019,15:09:24,24-09-2019,15:13:35,251
53394,201909,5,4,4,16-09-2019,21:54:40,16-09-2019,22:06:24,704
53394,201909,2,4,3,21-09-2019,22:52:50,21-09-2019,22:59:26,396
53395,201909,4,4,4,04-09-2019,14:07:34,04-09-2019,14:11:56,262
53399,201909,1,5,5,24-09-2019,13:20:53,24-09-2019,13:26:51,358
53400,201909,3,3,3,24-09-2019,13:12:09,24-09-2019,13:15:14,185
53400,201910,5,5,5,26-10-2019,16:53:46,26-10-2019,16:59:16,330
53400,201910,5,5,5,25-10-2019,20:48:36,25-10-2019,20:50:42,126
53402,201909,5,5,5,12-09-2019,10:35:50,12-09-2019,10:42:04,374
53404,201909,2,5,5,02-09-2019,20:14:16,02-09-2019,20:20:04,348
53405,201909,3,3,3,24-09-2019,19:53:16,24-09-2019,20:04:15,659
53406,201910,NA,NA,NA,18-10-2019,20:09:56,,,NA
53409,201909,2,5,5,23-09-2019,18:18:04,23-09-2019,18:21:41,217
53409,201909,4,5,5,19-09-2019,20:57:19,19-09-2019,21:01:35,256
53410,201909,4,4,4,03-09-2019,12:04:19,03-09-2019,12:07:53,214
53411,201909,3,5,5,23-09-2019,18:59:50,23-09-2019,19:06:19,389
53411,201909,2,4,4,17-09-2019,16:36:37,17-09-2019,16:40:51,254
53412,201909,4,5,5,04-09-2019,17:17:55,04-09-2019,17:21:40,225
53414,201909,2,3,3,12-09-2019,10:18:37,12-09-2019,10:22:19,222
53414,201909,3,3,3,02-09-2019,18:42:06,02-09-2019,18:48:02,356
53415,201909,3,3,3,13-09-2019,16:27:46,13-09-2019,16:42:22,876
53416,201909,5,4,3,03-09-2019,14:42:45,07-09-2019,18:06:23,357818
53417,201909,5,5,5,24-09-2019,13:57:00,24-09-2019,14:07:29,629
53418,201910,5,5,5,09-10-2019,13:29:54,09-10-2019,13:44:14,860
53419,201909,5,5,5,05-09-2019,18:23:59,05-09-2019,18:29:59,360
53420,201909,5,5,5,02-09-2019,20:20:44,02-09-2019,20:40:59,1215
53422,201909,3,3,3,05-09-2019,18:22:16,05-09-2019,18:28:16,360
53424,201909,1,5,5,19-09-2019,21:44:13,19-09-2019,22:05:57,1304
53425,201909,5,5,5,12-09-2019,18:48:08,12-09-2019,18:54:04,356
53425,201909,3,3,3,11-09-2019,22:17:49,11-09-2019,22:35:56,1087
53426,201909,2,4,3,16-09-2019,15:20:23,16-09-2019,15:24:03,220
53427,201909,5,5,5,23-09-2019,21:33:39,23-09-2019,21:38:03,264
53430,201909,1,2,2,05-09-2019,18:51:00,05-09-2019,18:56:07,307
53431,201909,3,3,3,21-09-2019,20:28:44,21-09-2019,20:34:33,349
53431,201909,3,4,4,16-09-2019,14:51:34,16-09-2019,15:37:14,2740
53432,201909,2,4,3,16-09-2019,21:29:42,16-09-2019,21:33:13,211
53432,201909,4,4,4,23-09-2019,07:58:39,23-09-2019,08:10:08,689
53432,201909,1,4,5,02-09-2019,15:47:19,02-09-2019,15:53:44,385
53433,201909,3,3,3,24-09-2019,11:41:00,24-09-2019,11:45:03,243
53436,201910,2,2,2,29-10-2019,18:41:30,29-10-2019,18:46:06,276
53436,201909,3,3,3,09-09-2019,21:25:18,09-09-2019,21:33:50,512
53437,201909,5,5,5,14-09-2019,22:25:10,14-09-2019,22:34:31,561
53437,201909,3,5,5,02-09-2019,19:40:24,02-09-2019,19:47:56,452
53437,201909,1,5,5,06-09-2019,10:55:29,06-09-2019,11:02:27,418
53438,201909,2,4,4,09-09-2019,15:56:22,09-09-2019,16:03:05,403
53438,201909,3,3,3,06-09-2019,10:41:22,06-09-2019,10:47:01,339
53438,201909,1,5,5,07-09-2019,17:41:17,07-09-2019,17:50:34,557
53439,201909,2,4,4,05-09-2019,16:14:15,05-09-2019,16:22:34,499
53440,201909,4,4,4,03-09-2019,07:57:26,03-09-2019,08:03:45,379
53440,201909,1,5,5,03-09-2019,08:56:59,03-09-2019,09:03:57,418
53442,201909,4,4,4,12-09-2019,13:47:55,12-09-2019,13:54:19,384
53442,201909,4,4,4,04-09-2019,15:22:51,04-09-2019,15:35:59,788
53444,201909,5,5,5,04-09-2019,13:42:09,04-09-2019,13:44:50,161
53444,201910,5,5,5,08-10-2019,14:10:52,08-10-2019,14:19:44,532
53450,201909,3,4,4,23-09-2019,19:59:38,23-09-2019,20:06:03,385
53451,201910,5,5,5,19-10-2019,15:58:13,19-10-2019,16:08:30,617
53452,201909,3,3,3,08-09-2019,16:17:08,08-09-2019,16:24:30,442
53452,201909,3,3,3,02-09-2019,20:38:04,02-09-2019,20:42:57,293
53455,201909,5,4,4,12-09-2019,17:19:39,12-09-2019,17:33:11,812
53457,201909,2,5,2,09-09-2019,14:37:57,09-09-2019,14:40:46,169
53457,201909,5,4,3,21-09-2019,14:29:57,21-09-2019,14:36:37,400
53457,201909,3,5,5,16-09-2019,16:18:09,16-09-2019,16:27:59,590
53458,201910,1,4,4,29-10-2019,16:10:57,29-10-2019,16:15:43,286
53461,201909,4,3,3,16-09-2019,21:25:12,16-09-2019,21:27:24,132
53463,201910,3,4,3,23-10-2019,15:25:03,23-10-2019,15:35:17,614
53464,201909,5,5,5,07-09-2019,12:51:19,07-09-2019,12:58:42,443
53464,201909,1,4,4,12-09-2019,18:35:53,12-09-2019,18:40:14,261
53469,201909,5,5,5,02-09-2019,15:34:55,02-09-2019,15:40:31,336
53469,201910,3,3,3,20-10-2019,14:29:39,20-10-2019,14:36:43,424
53471,201909,3,4,5,04-09-2019,11:28:50,04-09-2019,11:34:05,315
53473,201909,5,5,5,05-09-2019,13:47:59,05-09-2019,13:52:43,284
53476,201909,3,4,4,17-09-2019,10:55:07,17-09-2019,10:57:45,158
53479,201909,3,3,5,04-09-2019,10:21:33,04-09-2019,10:29:34,481
53482,201909,4,4,4,02-09-2019,17:30:59,02-09-2019,17:38:30,451
53483,201909,3,3,3,24-09-2019,12:28:53,24-09-2019,13:18:49,2996
53484,201909,3,4,4,17-09-2019,17:54:39,17-09-2019,17:57:50,191
53488,201909,3,3,3,23-09-2019,15:43:00,23-09-2019,15:48:07,307
53489,201909,1,2,2,23-09-2019,21:41:28,23-09-2019,21:45:10,222
53493,201909,3,3,3,05-09-2019,11:06:49,05-09-2019,11:14:00,431
53493,201909,1,1,5,07-09-2019,17:46:50,07-09-2019,17:54:03,433
53493,201909,3,4,4,02-09-2019,18:36:29,02-09-2019,18:40:13,224
53494,201909,4,4,3,09-09-2019,13:19:20,09-09-2019,13:24:05,285
53496,201910,3,3,3,21-10-2019,19:06:07,21-10-2019,19:09:30,203
53498,201909,5,5,5,17-09-2019,17:29:26,17-09-2019,17:40:14,648
53503,201909,3,3,3,18-09-2019,15:31:37,18-09-2019,15:36:45,308
53505,201909,4,4,4,24-09-2019,21:16:18,24-09-2019,21:39:32,1394
53505,201909,3,5,5,20-09-2019,09:01:33,20-09-2019,09:04:09,156
53506,201909,5,5,3,02-09-2019,21:39:54,02-09-2019,21:46:53,419
53506,201909,1,5,5,02-09-2019,14:05:17,02-09-2019,14:06:18,61
53507,201910,5,5,5,08-10-2019,22:43:18,08-10-2019,22:48:48,330
53509,201909,1,3,5,02-09-2019,17:01:46,02-09-2019,17:17:38,952
53512,201909,1,4,4,06-09-2019,10:18:31,06-09-2019,10:27:34,543
53517,201909,4,4,5,12-09-2019,02:53:39,12-09-2019,02:57:53,254
53519,201909,5,5,5,11-09-2019,09:52:31,11-09-2019,09:56:01,210
53523,201909,1,1,1,02-09-2019,19:39:12,02-09-2019,19:49:33,621
53524,201909,3,4,4,17-09-2019,21:10:46,17-09-2019,21:16:51,365
53526,201909,4,5,4,02-09-2019,14:09:57,02-09-2019,14:14:26,269
53527,201909,2,2,3,16-09-2019,17:21:03,16-09-2019,17:28:47,464
53527,201909,1,5,5,07-09-2019,12:48:23,07-09-2019,12:51:57,214
53530,201909,5,5,5,04-09-2019,13:05:53,04-09-2019,13:10:35,282
53531,201909,1,4,3,04-09-2019,19:42:54,04-09-2019,19:52:44,590
53532,201909,1,2,2,02-09-2019,15:30:43,02-09-2019,15:35:47,304
53532,201909,3,4,4,16-09-2019,13:40:27,16-09-2019,13:44:43,256
53532,201909,3,3,4,15-09-2019,16:21:17,15-09-2019,16:31:57,640
53533,201909,3,3,3,10-09-2019,16:04:13,10-09-2019,16:25:35,1282
53536,201909,5,5,5,16-09-2019,13:25:57,16-09-2019,13:29:42,225
53537,201909,3,4,4,13-09-2019,08:50:24,13-09-2019,08:57:38,434
53538,201909,3,3,3,17-09-2019,17:39:06,17-09-2019,17:45:00,354
53538,201909,1,1,3,02-09-2019,13:13:15,02-09-2019,13:19:15,360
53540,201909,5,5,5,23-09-2019,15:11:02,23-09-2019,15:13:51,169
53540,201909,5,4,4,15-09-2019,11:23:26,15-09-2019,11:30:01,395
53542,201909,4,4,4,21-09-2019,20:05:19,21-09-2019,20:13:03,464
53542,201909,4,4,2,02-09-2019,22:15:13,02-09-2019,22:19:35,262
53543,201909,4,5,5,02-09-2019,12:54:15,02-09-2019,13:04:28,613
53544,201909,3,4,3,08-09-2019,20:59:25,08-09-2019,21:04:08,283
53545,201910,NA,NA,NA,29-10-2019,23:41:57,,,NA
53547,201909,4,4,4,05-09-2019,14:14:37,05-09-2019,14:16:01,84
53547,201910,5,2,5,23-10-2019,16:34:50,23-10-2019,16:44:09,559
53549,201909,2,2,2,02-09-2019,17:58:28,02-09-2019,18:00:53,145
53551,201909,3,4,4,04-09-2019,22:49:39,04-09-2019,22:54:47,308
53552,201909,5,5,5,23-09-2019,21:15:01,23-09-2019,21:21:58,417
53557,201909,3,3,3,11-09-2019,15:35:59,11-09-2019,15:40:15,256
53559,201909,1,3,3,22-09-2019,17:43:41,22-09-2019,17:51:11,450
53563,201909,5,5,5,24-09-2019,21:47:59,24-09-2019,21:53:08,309
53564,201909,2,5,5,17-09-2019,22:31:26,17-09-2019,22:38:29,423
53565,201909,3,3,5,03-09-2019,17:22:27,03-09-2019,17:26:09,222
53567,201909,3,3,3,03-09-2019,17:13:40,03-09-2019,17:20:54,434
53567,201909,1,2,3,19-09-2019,15:12:23,19-09-2019,15:23:53,690
53567,201909,4,4,3,05-09-2019,08:25:13,05-09-2019,08:34:06,533
53568,201909,3,3,3,02-09-2019,12:58:30,02-09-2019,13:03:39,309
53569,201910,4,4,4,07-10-2019,20:29:48,07-10-2019,20:37:49,481
53569,201909,4,5,5,18-09-2019,19:34:29,18-09-2019,19:47:53,804
53570,201909,3,3,3,21-09-2019,19:28:21,21-09-2019,19:34:45,384
53571,201909,3,3,3,07-09-2019,00:11:08,07-09-2019,00:20:49,581
53572,201910,5,4,3,29-10-2019,17:15:56,29-10-2019,17:25:24,568
53572,201909,3,3,5,11-09-2019,08:53:11,11-09-2019,08:57:45,274
53575,201909,4,4,3,18-09-2019,11:16:42,18-09-2019,11:20:03,201
53575,201909,3,3,3,03-09-2019,21:22:49,03-09-2019,21:27:53,304
53577,201909,3,5,5,23-09-2019,15:35:19,23-09-2019,15:46:02,643
53578,201909,5,4,3,21-09-2019,17:21:10,21-09-2019,17:24:04,174
53580,201909,3,3,3,05-09-2019,21:03:35,05-09-2019,21:09:37,362
53581,201909,5,5,5,18-09-2019,15:28:15,18-09-2019,15:31:08,173
53582,201909,3,3,3,22-09-2019,09:35:56,22-09-2019,09:38:18,142
53582,201909,5,5,5,12-09-2019,02:12:23,12-09-2019,02:26:25,842
53582,201909,5,5,5,03-09-2019,14:40:33,03-09-2019,14:44:06,213
53583,201909,2,3,4,23-09-2019,18:27:23,23-09-2019,18:30:01,158
53584,201909,1,1,1,18-09-2019,11:57:55,18-09-2019,12:02:32,277
53585,201909,4,4,4,23-09-2019,16:52:54,23-09-2019,16:57:01,247
53586,201910,5,4,4,15-10-2019,09:35:17,15-10-2019,09:37:49,152
53586,201909,3,2,2,03-09-2019,15:14:22,03-09-2019,15:35:27,1265
53587,201909,3,5,5,02-09-2019,12:57:59,02-09-2019,13:04:42,403
53587,201909,3,1,1,15-09-2019,15:08:23,15-09-2019,15:12:48,265
53587,201909,1,5,5,02-09-2019,19:32:05,02-09-2019,19:36:38,273
53589,201909,5,5,5,03-09-2019,23:42:11,03-09-2019,23:50:31,500
53590,201909,5,5,5,21-09-2019,07:48:19,21-09-2019,07:52:09,230
53591,201909,3,3,3,24-09-2019,22:03:46,24-09-2019,22:12:56,550
53594,201909,3,5,5,22-09-2019,10:30:39,22-09-2019,10:33:59,200
53595,201909,3,3,3,21-09-2019,13:30:44,21-09-2019,13:34:27,223
53595,201910,3,3,3,15-10-2019,21:49:34,15-10-2019,21:52:48,194
53596,201909,5,5,5,02-09-2019,23:52:34,02-09-2019,23:57:22,288
53597,201909,1,5,5,03-09-2019,17:47:32,03-09-2019,17:53:09,337
53597,201909,5,5,5,15-09-2019,23:15:22,15-09-2019,23:45:03,1781
53597,201909,4,4,4,22-09-2019,20:19:41,22-09-2019,20:23:16,215
53600,201909,3,4,2,04-09-2019,10:04:48,04-09-2019,10:11:01,373
53601,201909,2,2,2,09-09-2019,23:48:14,09-09-2019,23:51:01,167
53602,201909,5,5,5,24-09-2019,17:28:15,24-09-2019,17:30:56,161
53602,201910,3,4,3,13-10-2019,23:18:52,13-10-2019,23:26:49,477
53603,201909,2,3,4,03-09-2019,17:16:54,03-09-2019,17:19:44,170
53604,201909,4,5,5,16-09-2019,14:18:32,16-09-2019,14:25:54,442
53605,201909,3,3,2,02-09-2019,20:35:35,23-09-2019,14:52:42,1793827
53607,201909,3,4,3,02-09-2019,21:13:14,02-09-2019,21:17:01,227
53607,201909,5,5,5,03-09-2019,17:57:52,03-09-2019,18:03:09,317
53609,201910,2,4,4,26-10-2019,14:34:38,26-10-2019,14:45:48,670
53612,201909,4,4,4,10-09-2019,18:56:54,10-09-2019,19:02:05,311
53613,201909,3,3,3,16-09-2019,13:20:34,16-09-2019,13:24:36,242
53614,201909,3,5,4,04-09-2019,17:01:35,04-09-2019,17:04:04,149
53615,201909,5,5,5,24-09-2019,21:47:32,24-09-2019,21:48:55,83
53616,201909,4,4,4,22-09-2019,21:37:57,22-09-2019,21:41:56,239
53617,201909,4,4,4,18-09-2019,10:31:17,18-09-2019,20:51:47,37230
53618,201909,5,5,5,23-09-2019,16:09:23,23-09-2019,16:31:38,1335
53619,201909,1,4,3,20-09-2019,21:32:56,20-09-2019,21:36:58,242
53620,201909,2,5,5,23-09-2019,15:47:04,23-09-2019,15:54:49,465
53622,201909,5,5,5,10-09-2019,18:26:01,10-09-2019,18:31:23,322
53624,201910,1,5,5,08-10-2019,21:48:31,08-10-2019,21:59:12,641
53624,201909,2,2,2,07-09-2019,12:16:08,07-09-2019,12:18:03,115
53625,201909,4,4,3,12-09-2019,11:08:22,12-09-2019,11:14:28,366
53627,201910,2,2,2,17-10-2019,15:17:27,17-10-2019,15:20:35,188
53627,201909,4,4,5,22-09-2019,20:21:18,22-09-2019,20:22:43,85
53630,201909,2,3,4,06-09-2019,14:50:00,06-09-2019,14:57:18,438
53632,201909,3,4,4,02-09-2019,21:49:20,02-09-2019,21:57:43,503
53632,201909,2,4,5,23-09-2019,20:46:41,23-09-2019,20:58:38,717
53632,201910,1,1,1,07-10-2019,13:45:53,07-10-2019,13:50:05,252
53633,201909,5,5,5,04-09-2019,10:50:44,04-09-2019,10:55:32,288
53633,201909,5,5,5,24-09-2019,19:17:19,24-09-2019,19:31:40,861
53634,201909,3,2,3,24-09-2019,19:55:29,24-09-2019,20:00:35,306
53635,201910,3,3,3,07-10-2019,19:35:41,07-10-2019,19:45:53,612
53637,201909,4,5,4,23-09-2019,19:34:34,23-09-2019,19:48:43,849
53637,201909,5,5,5,04-09-2019,20:22:39,04-09-2019,20:29:59,440
53638,201909,4,4,4,07-09-2019,15:26:10,07-09-2019,15:30:49,279
53641,201909,2,3,3,22-09-2019,13:03:29,22-09-2019,13:07:27,238
53642,201909,3,4,4,09-09-2019,16:31:33,09-09-2019,16:38:51,438
53643,201909,5,5,5,17-09-2019,13:47:33,17-09-2019,13:51:15,222
53644,201909,3,5,5,02-09-2019,13:31:50,02-09-2019,13:34:08,138
53645,201910,5,4,5,22-10-2019,11:25:27,22-10-2019,11:29:36,249
53645,201909,2,2,5,04-09-2019,17:52:08,04-09-2019,17:54:36,148
53649,201909,3,3,3,02-09-2019,13:08:47,02-09-2019,13:18:02,555
